;--- H
;; HA'_1
Hoj     IV_0hwnyn       deem
HojaY   IV_0    deem
Hojay   IV_Ann  deem
;; HAjaY_1
HAjaY   PV_0    speak in riddles;be enigmatic
HAjA    PV_h    speak in riddles;be enigmatic
HAjay   PV_Atn  speak in riddles;be enigmatic
HAj     PV_ttAw speak in riddles;be enigmatic
HAjiy   IV_0hAnn_yu     speak in riddles;be enigmatic
HAj     IV_0hwnyn_yu    speak in riddles;be enigmatic
HAjaY   IV_0_Pass_yu    be spoken to in riddles;be treated enigmatically
HAjay   IV_Ann_Pass_yu  be spoken to in riddles;be treated enigmatically
;; HijaY_1
HijaY   N0      intelligence;wit
HijAF   FW-WaBi intelligence;wit     [[HijAF/NOUN]]
HijA    N0_Nhy  intelligence;wit
>aHojA' N0_Nh   intelligence;wit
>aHojA& Nh      intelligence;wit
>aHojA} Nhy     intelligence;wit
;; Hajiy~_1
Hajiy~  N/ap    appropriate;suitable     [[Hajiy~/ADJ]]
;; >aHojaY_1
>aHojaY N0      more/most appropriate/correct
>aHojA  Nhy     more/most appropriate/correct
>aHojay NAn_Nayn        more/most appropriate/correct
;; Huj~Ayap_1
Huj~Ay  NapAt   riddle;puzzle
>uHojiy~        Nap     riddle;puzzle     [[>uHojiy~/NOUN]]
>aHAjiy N0_Nh   riddles;puzzles
>aHAj   NK      riddles;puzzles
;
;--- Hd
;; Had~-u_1
Had~    PV_V    delimit;halt
Hadad   PV_C    delimit;halt
Hud~    IV_V    delimit;halt
Hodud   IV_C    delimit;halt
;; Had~-i_1
Had~    PV_V_intr       be furious
Hadad   PV_C_intr       be furious
Hid~    IV_V_intr       be furious
Hodid   IV_C_intr       be furious
;; Had~ad_1
Had~ad  PV      determine;define;specify
Had~id  IV_yu   determine;define;specify
Had~ad  IV_Pass_yu      be determined;be defined;be specified
;; HAd~_1
HAd~    PV_V    oppose;contravene
HAdad   PV_C    oppose;contravene
HAd~    IV_V_yu oppose;contravene
HAdid   IV_C_yu oppose;contravene
;; >aHad~_1
>aHad~  PV_V    sharpen;scrutinize
>aHodad PV_C    sharpen;scrutinize
Hid~    IV_V_yu sharpen;scrutinize
Hodid   IV_C_yu sharpen;scrutinize
;; taHad~ad_1
taHad~ad        PV_intr be defined;be determined;be specified
taHad~ad        IV_intr be defined;be determined;be specified
;; AiHotad~_1
AiHotad~        PV_V_intr       be angry;be agitated
AiHotadad       PV_C_intr       be angry;be agitated
Hotad~  IV_V_intr       be angry;be agitated
Hotadid IV_C_intr       be angry;be agitated
;; Had~_1
Had~    N       stop;halt
Had~    N       extent;limit
Huduwd  N       border;frontier;limits
;; Huduwdiy~_1
Huduwdiy~       N-ap    frontier;border     [[Huduwdiy~/ADJ]]
;; Hid~ap_1
Hid~    Nap     intensity;violence
;; HidAd_1
HidAd   N       mourning
;; Hadiyd_1
Hadiyd  N       iron
;; Hadiyd_2
Hadiyd  N0      Hadeed;Hadid
;; >aHad~_2
>aHad~  Nel     sharper
;; Hadiydap_1
Hadiyd  Nap     iron
;; Hadiydiy~_1
Hadiydiy~       Nall    iron     [[Hadiydiy~/ADJ]]
;; Hudayodap_1
Hudayodap       N0      Hodeida
;; Had~Ad_1
Had~Ad  N0      Haddad
;; Had~Ad_2
Had~Ad  Ndu     ironsmith;blacksmith
;; HidAdap_1
HidAd   Nap     smithing
;; taHodiyd_1
taHodiyd        NduAt   delimitation;specification;definition
;; HAd~_2
HAd~    N-ap    sharp;intense
;; maHoduwd_1
maHoduwd        Nall    limited;determined     [[maHoduwd/ADJ]]
;; lAmaHoduwd_1
lAmaHoduwd      Nall_L  unlimited
;; lAmaHoduwdiy~_1
lAmaHoduwdiy~   Nall_L  unlimited     [[lAmaHoduwdiy~/ADJ]]
;; maHoduwdiy~ap_1
maHoduwdiy~     Nap     limited nature;restricted nature     [[maHoduwdiy~/NOUN]]
;; muHad~ad_1
muHad~ad        Nall    set;determined;defined     [[muHad~ad/ADJ]]
;; muHotad~_1
muHotad~        Nall    angry;furious     [[muHotad~/ADJ]]
;
;--- HdA
;; Hada>ap_1
Hada>   Napdu   ax
HidA'   N0_Nh   axes
HidA&   Nh      axes
HidA}   Nhy     axes
;
;--- Hdb
;; Hadib-a_1
Hadib   PV_intr be convex;be hunchbacked;be nice
Hodab   IV_intr be convex;be hunchbacked;be nice
;; Had~ab_1
Had~ab  PV      make convex;vault;emboss
Had~ib  IV_yu   make convex;vault;emboss
;; taHad~ab_1
taHad~ab        PV_intr be vaulted;be embossed;be convex
taHad~ab        IV_intr be vaulted;be embossed;be convex
;; AiHodawodab_1
AiHodawodab     PV_intr be vaulted;be embossed;be convex
Hodawodib       IV_intr be vaulted;be embossed;be convex
;; Hadab_1
Hadab   N       affection;kindness
HidAb   N       affection;kindness
>aHodAb N       affection;kindness
;; Hadib_1
Hadib   Nall    arched;hunchbacked;friendly     [[Hadib/ADJ]]
;; Hadabap_1
Hadab   Nap     hump;vaulting
;; >aHodab_1
>aHodab Nel     hunchbacked
HadobA' N0_Nh   hunchbacked
HadobA& Nh      hunchbacked
HadobA} Nhy     hunchbacked
;; AiHodiydAb_1
